,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
0,4366171910,170119,377,179208,22,26,86
1,4366171910,178482,374,181801,26,22,90
0,4366171911,164004,377,178396,10,20,88
1,4366171911,172309,391,192821,20,10,94
0,4366171913,161740,371,178374,10,6,88
1,4366171913,155422,367,173070,6,10,86
0,4366171920,95159,208,81125,22,10,68
1,4366171920,85384,196,73752,10,22,62
0,4366171921,87686,207,83526,14,16,68
1,4366171921,93205,205,79776,16,14,68
0,4366171931,120350,282,123205,14,24,76
1,4366171931,131198,288,124233,24,14,76
0,4366171932,59001,145,51631,6,4,58
1,4366171932,54555,148,52865,4,6,60
0,4366171946,318984,668,373409,22,28,108
1,4366171946,331467,678,391725,28,22,108
0,4366171954,201023,417,206165,30,24,90
1,4366171954,184317,415,205743,24,30,94
0,4366171958,264226,548,292742,18,20,100
1,4366171958,251422,523,267219,20,18,94
0,4366171963,95538,245,102998,4,14,72
1,4366171963,104575,260,114402,14,4,78
0,4366171972,107486,251,104366,14,16,76
1,4366171972,103473,248,104017,16,14,72
0,4366171976,93183,208,83160,16,10,66
1,4366171976,84292,214,85312,10,16,68
0,4366171977,166986,385,189367,18,14,90
1,4366171977,160662,375,176950,14,18,86
0,4366171978,101705,220,89907,32,6,72
1,4366171978,79606,200,76158,6,32,62
0,4366171982,109127,254,109428,14,6,74
1,4366171982,92466,251,102959,6,14,72
0,4366171990,367284,710,408169,40,32,114
1,4366171990,379858,732,423872,32,40,114
0,4366172007,424187,791,469198,36,36,116
1,4366172007,412952,784,466960,36,36,120
0,4366172008,161946,380,182944,16,18,88
1,4366172008,166142,376,182103,18,16,90
0,4366172033,94428,202,82380,22,18,68
1,4366172033,81790,193,75067,18,22,64
0,4366172034,79242,212,83651,4,10,70
1,4366172034,91288,224,94057,10,4,76
0,4366172037,63971,141,52285,22,22,60
1,4366172037,68349,150,54670,22,22,62
0,4366172039,65991,174,64731,2,8,60
1,4366172039,74627,181,70986,8,2,66
0,4366172050,99095,210,84332,18,10,68
1,4366172050,90295,201,78243,10,18,66
0,4366172052,155518,330,152989,26,24,84
1,4366172052,139629,326,150326,24,26,84
0,4366172056,33450,76,20381,4,16,38
1,4366172056,43309,89,27242,16,4,48
0,4366172062,244234,517,278905,22,22,102
1,4366172062,252342,513,269182,22,22,96
0,4366172067,315071,639,366806,26,20,108
1,4366172067,291955,621,339490,20,26,104
0,4366172079,156954,344,167038,20,14,88
1,4366172079,141860,336,159180,14,20,86
0,4366172088,211896,429,208085,18,16,88
1,4366172088,212449,463,237191,16,18,96
0,4366172090,86411,206,80469,12,8,68
1,4366172090,85557,202,76092,8,12,66
0,4366172091,180929,417,205504,18,16,90
1,4366172091,190815,426,215120,16,18,94
0,4366172092,233917,513,269759,16,24,98
1,4366172092,235249,519,275828,24,16,100
0,4366172100,216266,444,216014,22,30,86
1,4366172100,234889,450,225551,30,22,90
0,4366172104,195553,417,207570,22,12,90
1,4366172104,166703,402,194916,12,22,88
0,4366172107,75775,175,64050,16,8,64
1,4366172107,66691,158,55805,8,16,52
0,4366172116,97557,213,85668,20,24,70
1,4366172116,98375,213,87582,24,20,70
0,4366172125,199845,433,218277,18,24,92
1,4366172125,190174,418,208927,24,18,94
0,4366172126,85988,217,89420,4,8,72
1,4366172126,94224,218,87527,8,4,72
0,4366172137,58645,144,51213,10,4,58
1,4366172137,58764,140,48716,4,10,54
0,4366172141,158834,328,153126,26,12,82
1,4366172141,137557,324,148257,12,26,82
0,4366172142,188883,386,179914,22,32,80
1,4366172142,198248,401,190292,32,22,86
0,4366172151,133514,294,131268,18,16,82
1,4366172151,130389,289,127916,16,18,76
0,4366172159,124145,279,122283,18,22,78
1,4366172159,129823,288,127202,22,18,76
0,4366172164,152458,326,148689,20,20,80
1,4366172164,151464,325,149623,20,20,84
0,4366172170,278784,538,293041,42,20,106
1,4366172170,245582,511,270339,20,42,98
0,4366172179,138574,302,138159,24,8,84
1,4366172179,112273,273,118897,8,24,76
0,4366172181,156809,366,172366,16,26,84
1,4366172181,160199,369,176115,26,16,92
0,4366172184,222891,462,235578,24,24,92
1,4366172184,205917,454,227421,24,24,92
0,4366172187,279063,569,308358,26,32,104
1,4366172187,305586,590,326734,32,26,108
0,4366172189,269270,516,274314,50,24,102
1,4366172189,233734,499,251028,24,50,88
0,4366172197,73154,183,67575,4,18,58
1,4366172197,86515,199,80404,18,4,68
0,4366172205,133123,285,126074,20,20,76
1,4366172205,125323,294,129640,20,20,80
0,4366172210,90856,212,85441,14,12,68
1,4366172210,90608,210,83727,12,14,70
0,4366172213,146823,325,147027,28,20,82
1,4366172213,156800,330,154525,20,28,80
0,4366172216,182373,402,193370,18,34,90
1,4366172216,214089,424,211986,34,18,90
0,4366172218,287640,578,313730,16,20,102
1,4366172218,249122,560,298347,20,16,104
0,4366172219,192638,470,243383,10,12,96
1,4366172219,191967,449,225227,12,10,90
0,4366172230,172485,363,169771,14,16,84
1,4366172230,167151,376,179113,16,14,86
0,4366172250,175585,408,194326,8,18,84
1,4366172250,189350,421,209527,18,8,94
0,4366172254,259654,488,258674,44,16,100
1,4366172254,210291,446,221395,16,44,94
0,4366172272,147843,326,149459,20,26,84
1,4366172272,159591,343,161488,26,20,88
0,4366172282,276698,573,313749,24,16,102
1,4366172282,236548,560,295976,16,24,102
0,4366172283,40304,112,35233,0,4,52
1,4366172283,45552,118,38644,4,0,54
0,4366172287,82958,204,81711,12,20,64
1,4366172287,95366,216,87679,20,12,68
0,4366172293,44176,110,33253,6,18,48
1,4366172293,52796,117,38081,18,6,52
0,4366172306,370716,654,380117,60,20,116
1,4366172306,299722,607,328127,20,60,102
0,4366172318,138712,332,155541,14,10,84
1,4366172318,138753,341,160434,10,14,84
0,4366172319,87161,216,87984,10,10,70
1,4366172319,78217,207,81253,10,10,66
0,4366172322,148090,367,172322,16,14,86
1,4366172322,161107,378,181010,14,16,88
0,4366172325,81031,211,82194,6,14,68
1,4366172325,94875,218,89247,14,6,70
0,4366172326,158600,333,156133,24,22,90
1,4366172326,145504,326,150049,22,24,84
0,4366172331,142205,313,141665,16,16,78
1,4366172331,131218,311,138108,16,16,80
0,4366172336,73616,165,61144,16,12,62
1,4366172336,73142,164,57387,12,16,60
0,4366172337,72235,169,62228,10,8,62
1,4366172337,68471,171,60181,8,10,60
0,4366172340,93537,217,90277,20,8,72
1,4366172340,84127,208,81796,8,20,64
0,4366172342,216050,477,245825,18,18,96
1,4366172342,208947,453,226511,18,18,94
0,4366172354,65487,156,54392,8,24,52
1,4366172354,77209,171,65415,24,8,64
0,4366172359,106573,250,105061,4,12,74
1,4366172359,107311,254,110792,12,4,74
0,4366172360,82688,209,81537,8,14,68
1,4366172360,91500,210,85799,14,8,72
0,4366172362,123455,249,103754,24,20,78
1,4366172362,109119,238,96613,20,24,72
0,4366172371,255377,482,253554,42,30,98
1,4366172371,255424,478,245817,30,42,94
0,4366172373,165205,373,178574,14,16,86
1,4366172373,171905,362,171141,16,14,84
0,4366172374,111459,274,116541,6,10,76
1,4366172374,116270,290,128385,10,6,78
0,4366172389,155885,313,142736,22,24,78
1,4366172389,153701,327,151960,24,22,80
0,4366172393,192030,418,205978,20,14,92
1,4366172393,164451,395,189879,14,20,90
0,4366172396,5000,10,0,0,0,2
1,4366172396,5000,10,0,0,0,6
0,4366172402,107045,234,94427,18,24,72
1,4366172402,119085,253,107729,24,18,74
0,4366172404,191398,429,219309,24,8,98
1,4366172404,169928,414,201614,8,24,90
0,4366172411,223574,470,245308,20,14,98
1,4366172411,225678,475,244676,14,20,100
0,4366172420,119393,301,128337,6,14,74
1,4366172420,146115,330,152552,14,6,84
0,4366172437,25723,63,15074,4,14,36
1,4366172437,29538,64,16937,14,4,40
0,4366172439,188364,447,221897,16,26,92
1,4366172439,216374,472,241874,26,16,98
0,4366172440,175949,399,186487,8,12,84
1,4366172440,198492,431,217316,12,8,94
0,4366172445,144493,320,145251,20,26,84
1,4366172445,163274,324,149258,26,20,82
0,4366172446,211156,428,217403,40,26,96
1,4366172446,193220,425,212160,26,40,94
0,4366172447,211228,482,242629,8,26,98
1,4366172447,255487,523,279111,26,8,102
0,4366172448,199958,422,211293,28,22,92
1,4366172448,194067,420,208921,22,28,90
0,4366172449,198446,408,201533,20,22,90
1,4366172449,198786,420,205326,22,20,90
0,4366172461,64398,173,64416,6,8,64
1,4366172461,71160,176,66598,8,6,62
0,4366172462,166380,330,152049,30,22,86
1,4366172462,149098,318,145829,22,30,80
0,4366172471,95372,247,104112,0,18,72
1,4366172471,116836,247,105818,18,0,76
0,4366172479,257697,505,259499,22,30,94
1,4366172479,245336,509,268255,30,22,104
0,4366172480,90546,215,88139,14,4,74
1,4366172480,78231,203,79925,4,14,66
0,4366172481,139932,315,141470,18,34,78
1,4366172481,156747,341,161492,34,18,90
0,4366172489,301789,606,331933,28,38,104
1,4366172489,302638,622,348204,38,28,110
0,4366172500,118924,250,105117,26,40,74
1,4366172500,130333,263,117440,40,26,80
0,4366172502,52885,118,39582,12,4,54
1,4366172502,42629,108,33223,4,12,48
0,4366172503,145419,332,153583,22,14,82
1,4366172503,141166,324,147662,14,22,80
0,4366172504,569676,921,586641,64,44,126
1,4366172504,477079,853,509131,44,64,122
0,4366172505,247629,512,269019,20,22,98
1,4366172505,256208,508,265798,22,20,100
0,4366172506,306083,619,342374,22,26,106
1,4366172506,291579,599,324007,26,22,104
0,4366172517,75263,179,68620,8,2,62
1,4366172517,67709,173,65224,2,8,64
0,4366172518,156695,365,174537,10,22,84
1,4366172518,169302,376,182595,22,10,88
0,4366172521,190340,428,218895,24,12,98
1,4366172521,177969,408,196211,12,24,88
0,4366172522,84044,198,75893,12,26,64
1,4366172522,99081,219,91154,26,12,74
0,4366172529,102883,242,96331,12,18,74
1,4366172529,110086,256,110696,18,12,74
0,4366172533,329875,665,378810,32,26,112
1,4366172533,314636,670,376513,26,32,106
0,4366172538,54939,136,46575,4,8,56
1,4366172538,57598,145,50822,8,4,60
0,4366172549,125193,289,127542,14,24,74
1,4366172549,132616,285,126373,24,14,82
0,4366172551,118317,248,105148,22,8,78
1,4366172551,106143,236,96982,8,22,70
0,4366172558,45008,113,38061,8,16,56
1,4366172558,48680,119,37913,16,8,56
0,4366172566,198215,389,192210,34,12,98
1,4366172566,159399,362,172332,12,34,86
0,4366172571,190107,429,217195,24,10,94
1,4366172571,182858,415,202236,10,24,88
0,4366172575,173752,390,179216,22,26,82
1,4366172575,196897,419,207494,26,22,90
0,4366172578,183672,370,180851,28,28,90
1,4366172578,182316,364,174034,28,28,90
0,4366172581,364679,711,410717,32,36,112
1,4366172581,413283,749,441137,36,32,114
0,4366172588,90518,207,82861,14,8,68
1,4366172588,82230,202,79475,8,14,66
0,4366172591,135425,331,145727,8,26,80
1,4366172591,175036,387,193822,26,8,92
0,4366172592,219797,510,266858,20,26,100
1,4366172592,254154,535,286779,26,20,104
0,4366172602,63031,148,52608,10,4,58
1,4366172602,51524,143,49377,4,10,58
0,4366172604,215031,463,235563,18,16,92
1,4366172604,210144,456,228997,16,18,92
0,4366172614,210942,452,226559,14,28,94
1,4366172614,248574,491,258733,28,14,100
0,4366172621,286376,652,363198,16,24,106
1,4366172621,344202,685,394133,24,16,108
0,4366172624,216694,423,212861,20,30,88
1,4366172624,212464,417,208922,30,20,92
0,4366172630,235267,504,259489,14,22,92
1,4366172630,228905,497,253086,22,14,94
0,4366172634,195166,385,188345,30,20,92
1,4366172634,160031,356,165972,20,30,88
0,4366172637,167475,382,185203,20,16,90
1,4366172637,166666,382,186926,16,20,90
0,4366172645,139354,326,148525,14,18,86
1,4366172645,151591,341,161800,18,14,84
0,4366172650,99710,241,99341,10,16,74
1,4366172650,108653,251,106404,16,10,76
0,4366172653,231881,451,227305,26,32,92
1,4366172653,228788,474,247034,32,26,96
0,4366172654,127874,293,133147,14,20,82
1,4366172654,135898,299,137642,20,14,82
0,4366172655,264645,574,314932,26,18,106
1,4366172655,266280,579,318438,18,26,104
0,4366172662,224474,469,239635,28,34,94
1,4366172662,229465,470,244239,34,28,98
0,4366172669,196584,417,207433,20,12,90
1,4366172669,167920,401,191565,12,20,86
0,4366172682,228572,478,246924,28,24,94
1,4366172682,202152,457,233076,24,28,94
0,4366172689,137026,294,133125,22,4,80
1,4366172689,103705,255,107736,4,22,70
0,4366172692,47186,115,35038,0,18,42
1,4366172692,72321,147,53877,18,0,60
0,4366172696,162763,361,163881,20,14,90
1,4366172696,150479,345,156348,14,20,78
0,4366172697,168484,361,169676,14,22,86
1,4366172697,170625,370,180964,22,14,90
0,4366172699,121866,292,130820,18,14,78
1,4366172699,129222,296,135113,14,18,80
0,4366172701,113607,255,107835,18,12,74
1,4366172701,99266,235,95641,12,18,68
0,4366172709,123220,287,126236,14,4,76
1,4366172709,108989,282,123400,4,14,76
0,4366172723,160808,375,178010,10,16,86
1,4366172723,164346,383,189879,16,10,90
0,4366172724,192159,400,195610,18,28,88
1,4366172724,190218,396,192917,28,18,90
0,4366172764,27176,68,17715,8,2,40
1,4366172764,24635,64,15762,2,8,38
0,4366172768,5000,10,0,0,0,8
1,4366172768,5000,10,0,0,0,4
0,4366172774,181758,377,181730,24,24,88
1,4366172774,175852,366,176780,24,24,88
0,4366172775,42752,118,38838,2,6,58
1,4366172775,48700,121,39896,6,2,54
0,4366172779,95275,216,85734,16,2,70
1,4366172779,75320,199,75996,2,16,64
0,4366172780,211699,433,218500,28,20,94
1,4366172780,173679,398,193302,20,28,90
0,4366172781,101859,244,103183,8,10,72
1,4366172781,102132,255,110358,10,8,74
0,4366172786,265054,547,291762,24,20,100
1,4366172786,273362,553,290888,20,24,96
0,4366172793,58607,148,53157,6,8,56
1,4366172793,56406,145,51644,8,6,60
0,4366172797,212070,445,225631,24,14,92
1,4366172797,214273,444,220335,14,24,94
0,4366172798,143434,288,127178,18,14,76
1,4366172798,119950,286,126480,14,18,78
0,4366172799,116918,275,119959,8,16,74
1,4366172799,124617,275,116823,16,8,74
0,4366172800,129992,287,128415,20,10,76
1,4366172800,124683,290,126810,10,20,76
0,4366172808,92190,179,68619,26,6,68
1,4366172808,67981,160,55421,6,26,58
0,4366172810,188869,425,212881,30,20,96
1,4366172810,188562,413,201442,20,30,90
0,4366172813,266004,514,270818,34,22,100
1,4366172813,225759,495,249002,22,34,96
0,4366172818,181339,374,180309,32,22,84
1,4366172818,170030,379,185063,22,32,86
0,4366172822,144976,303,130804,18,24,74
1,4366172822,160842,331,151115,24,18,84
0,4366172828,213826,439,221298,26,20,98
1,4366172828,202971,425,214673,20,26,96
0,4366172829,218313,471,235489,32,8,98
1,4366172829,191883,455,224252,8,32,92
0,4366172844,5000,10,0,0,0,6
1,4366172844,5000,10,0,0,0,2
0,4366172852,68628,166,58753,8,12,60
1,4366172852,76607,166,60260,12,8,60
0,4366172853,117529,270,117342,14,16,76
1,4366172853,122989,278,122667,16,14,78
0,4366172858,48042,114,37038,14,16,52
1,4366172858,50636,115,37688,16,14,54
0,4366172859,228934,490,265022,20,12,104
1,4366172859,216397,480,248316,12,20,94
0,4366172860,84404,209,80917,8,6,66
1,4366172860,78362,204,80469,6,8,66
0,4366172861,227476,445,218962,22,18,92
1,4366172861,202989,439,214530,18,22,92
0,4366172862,135152,319,145688,4,18,80
1,4366172862,146378,335,158199,18,4,88
0,4366172877,5000,10,0,0,0,8
1,4366172877,5000,10,0,0,0,8
0,4366172877,5000,10,0,0,0,8
1,4366172877,5000,10,0,0,0,8
0,4366172881,414746,780,469144,28,20,114
1,4366172881,407324,780,457634,20,28,116
0,4366172885,109466,253,111291,12,8,78
1,4366172885,101015,247,104454,8,12,70
0,4366172890,218744,451,229517,20,30,94
1,4366172890,239716,451,228951,30,20,90
0,4366172891,233735,514,271737,14,26,92
1,4366172891,255793,511,266078,26,14,102
0,4366172893,146713,327,148688,20,8,82
1,4366172893,137469,327,148135,8,20,82
0,4366172898,188969,413,202715,14,16,88
1,4366172898,178772,415,204686,16,14,90
0,4366172899,204753,410,204190,20,34,90
1,4366172899,215135,428,214322,34,20,96
0,4366172906,195580,410,197860,24,24,92
1,4366172906,213419,432,217417,24,24,92
0,4366172907,136486,329,150394,14,10,84
1,4366172907,127416,328,146896,10,14,82
0,4366172917,174135,358,166885,16,26,80
1,4366172917,172490,369,182477,26,16,86
0,4366172930,129271,326,147336,6,20,82
1,4366172930,148692,337,156699,20,6,84
0,4366172932,5000,10,0,0,0,0
1,4366172932,5000,10,0,0,0,4
0,4366172933,149622,328,153435,22,12,84
1,4366172933,125185,305,132947,12,22,78
0,4366172943,71792,177,67217,10,0,64
1,4366172943,62899,173,65238,0,10,62
0,4366172951,369444,653,379325,48,26,112
1,4366172951,300607,601,325019,26,48,106
0,4366172964,125280,292,129379,18,16,80
1,4366172964,126337,292,129395,16,18,80
0,4366172970,143138,318,148113,14,20,80
1,4366172970,142919,329,153083,20,14,82
0,4366172972,240392,520,274767,24,30,100
1,4366172972,268561,539,293292,30,24,104
0,4366172985,165075,406,194156,10,18,88
1,4366172985,202841,420,209943,18,10,90
0,4366172987,57506,139,47689,12,14,58
1,4366172987,64000,140,48738,14,12,56
0,4366172998,271614,548,293305,24,36,100
1,4366172998,314653,572,308288,36,24,102
0,4366173007,68706,163,57458,10,22,62
1,4366173007,81515,179,68254,22,10,66
0,4366173011,210915,430,216408,22,16,94
1,4366173011,182482,421,208626,16,22,94
0,4366173014,98844,234,91710,12,30,70
1,4366173014,122407,242,103106,30,12,72
0,4366173023,45267,116,38439,4,2,58
1,4366173023,43878,113,36004,2,4,52
0,4366173031,83017,200,76815,4,22,64
1,4366173031,104761,219,89286,22,4,72
0,4366173036,125727,291,131409,16,12,76
1,4366173036,120217,292,129849,12,16,78
0,4366173038,91910,218,90780,12,4,68
1,4366173038,77270,205,79705,4,12,66
0,4366173039,157804,378,180362,14,26,90
1,4366173039,175368,385,188096,26,14,90
0,4366173043,178068,367,175582,26,26,90
1,4366173043,177425,365,171757,26,26,86
0,4366173054,232295,461,236239,28,24,96
1,4366173054,225347,451,229321,24,28,96
0,4366173055,163145,367,172568,16,30,84
1,4366173055,180258,384,188399,30,16,94
0,4366173061,238628,524,280646,32,20,102
1,4366173061,242214,513,269451,20,32,96
0,4366173063,241247,503,263382,30,46,94
1,4366173063,277284,533,290280,46,30,110
0,4366173068,217191,434,221430,28,18,94
1,4366173068,190492,411,197549,18,28,94
0,4366173080,274320,520,274231,20,28,96
1,4366173080,244799,519,278193,28,20,102
0,4366173081,241490,453,227853,38,18,92
1,4366173081,214414,433,207110,18,38,86
0,4366173088,333530,616,341870,42,38,104
1,4366173088,353392,623,347006,38,42,106
0,4366173090,95782,214,88027,14,10,72
1,4366173090,82394,207,81975,10,14,70
0,4366173092,283376,554,299690,32,20,102
1,4366173092,271354,558,301531,20,32,104
0,4366173093,103700,241,98856,12,12,70
1,4366173093,104055,245,102678,12,12,74
0,4366173094,162985,362,171789,14,26,84
1,4366173094,165183,365,171515,26,14,88
0,4366173103,91833,216,89389,10,10,70
1,4366173103,91040,219,88284,10,10,70
0,4366173117,126684,247,106202,22,6,76
1,4366173117,98089,228,90266,6,22,66
0,4366173118,314789,648,359706,24,32,110
1,4366173118,341778,672,385063,32,24,110
0,4366173119,352016,696,404439,32,22,112
1,4366173119,321479,672,384065,22,32,118
0,4366173122,112570,255,109458,16,2,76
1,4366173122,90198,238,98123,2,16,70
0,4366173123,189121,420,210241,20,32,88
1,4366173123,200663,421,210981,32,20,94
0,4366173137,158999,371,179010,14,6,90
1,4366173137,145139,361,166756,6,14,80
0,4366173139,195659,386,184814,40,14,92
1,4366173139,166035,364,169798,14,40,82
0,4366173149,131724,276,120890,32,18,78
1,4366173149,114446,241,94954,18,32,68
0,4366173164,265936,553,297758,22,32,100
1,4366173164,277737,584,326085,32,22,106
0,4366173169,299436,611,337500,32,34,102
1,4366173169,300318,625,348959,34,32,112
0,4366173170,269004,554,297910,22,20,102
1,4366173170,244540,565,302464,20,22,100
0,4366173174,189494,390,193953,24,6,90
1,4366173174,147777,368,173381,6,24,86
0,4366173180,124688,257,111111,26,8,76
1,4366173180,95182,236,97632,8,26,70
0,4366173187,60383,155,54806,8,12,60
1,4366173187,75201,182,70695,12,8,66
0,4366173190,243001,477,252421,34,28,100
1,4366173190,240131,457,231461,28,34,96
0,4366173191,269544,521,273326,36,16,98
1,4366173191,242837,484,244163,16,36,96
0,4366173197,57430,139,47904,10,6,58
1,4366173197,50700,123,38090,6,10,50
0,4366173204,44537,112,35126,4,6,52
1,4366173204,49516,122,40127,6,4,56
0,4366173208,361380,683,389516,26,24,110
1,4366173208,355921,691,403812,24,26,112
0,4366173213,201705,443,220786,20,22,90
1,4366173213,211188,454,225969,22,20,94
0,4366173214,280955,565,307757,30,36,104
1,4366173214,299800,582,324269,36,30,108
0,4366173221,195991,420,206614,26,16,92
1,4366173221,190347,411,201160,16,26,88
0,4366173227,91886,208,82914,10,16,66
1,4366173227,87705,201,77192,16,10,66
0,4366173230,48827,119,41094,12,2,56
1,4366173230,45646,111,34855,2,12,48
0,4366173240,308141,638,346152,26,30,104
1,4366173240,320623,645,351568,30,26,106
0,4366173245,258695,539,297103,24,34,106
1,4366173245,262231,517,277011,34,24,104
0,4366173253,230148,462,232024,26,22,92
1,4366173253,205604,461,235557,22,26,96
0,4366173258,95417,204,81394,26,18,66
1,4366173258,98119,196,75350,18,26,64
0,4366173263,5000,10,0,0,0,8
1,4366173263,5000,10,0,0,0,2
0,4366173270,251981,500,256372,16,32,94
1,4366173270,245535,501,260893,32,16,96
0,4366173283,143041,322,148414,18,30,80
1,4366173283,151315,326,151373,30,18,84
0,4366173290,75136,173,65778,14,6,64
1,4366173290,71401,171,62611,6,14,60
0,4366173291,118681,290,128471,14,10,76
1,4366173291,119852,289,125326,10,14,74
0,4366173292,143823,327,147641,24,14,82
1,4366173292,138440,312,136507,14,24,78
0,4366173298,94048,249,102837,4,12,72
1,4366173298,107394,254,108534,12,4,76
0,4366173299,280771,574,317489,36,12,104
1,4366173299,246554,541,284078,12,36,98
0,4366173300,101033,242,98817,10,16,72
1,4366173300,108703,244,101754,16,10,72
0,4366173302,95069,207,83007,22,20,68
1,4366173302,93434,208,81793,20,22,68
0,4366173308,146857,324,149408,16,22,82
1,4366173308,149852,334,158499,22,16,86
0,4366173312,173515,352,164850,18,22,80
1,4366173312,173325,357,167020,22,18,88
0,4366173314,87624,206,81988,10,2,70
1,4366173314,80389,209,82043,2,10,70
0,4366173315,195190,400,191677,22,30,90
1,4366173315,194524,398,196984,30,22,88
0,4366173318,111086,251,107713,18,2,74
1,4366173318,90729,233,94178,2,18,66
0,4366173321,204428,439,211188,12,16,90
1,4366173321,216682,460,233554,16,12,96
0,4366173322,90228,215,87576,10,10,70
1,4366173322,84005,209,83472,10,10,68
0,4366173327,167487,384,188980,18,18,96
1,4366173327,167122,376,178668,18,18,90
0,4366173328,155185,363,166110,12,26,86
1,4366173328,178105,380,181821,26,12,90
0,4366173329,39588,101,30321,4,12,46
1,4366173329,47876,117,38851,12,4,54
0,4366173333,162996,369,178170,18,18,88
1,4366173333,170227,385,189985,18,18,92
0,4366173334,222125,451,219828,26,20,94
1,4366173334,223772,454,230119,20,26,92
0,4366173343,83842,208,82094,8,20,70
1,4366173343,91672,213,85931,20,8,72
0,4366173347,153355,363,173316,10,20,86
1,4366173347,185062,378,183770,20,10,90
0,4366173351,143499,315,140018,12,8,78
1,4366173351,123712,305,132916,8,12,78
0,4366173355,121052,250,107363,26,10,78
1,4366173355,105565,234,96233,10,26,68
0,4366173358,54293,143,49335,4,12,58
1,4366173358,63082,148,53429,12,4,60
0,4366173362,5000,10,0,0,0,8
1,4366173362,5000,10,0,0,0,8
0,4366173368,221327,474,241985,16,12,98
1,4366173368,207095,484,254323,12,16,98
0,4366173370,43476,112,36284,4,10,50
1,4366173370,46115,114,36856,10,4,54
0,4366173377,286838,577,313295,14,18,102
1,4366173377,247748,530,277219,18,14,100
0,4366173380,182586,373,176385,26,12,90
1,4366173380,164926,367,171771,12,26,88
0,4366173381,45125,119,38980,4,2,56
1,4366173381,41363,112,36149,2,4,48
0,4366173382,42159,108,33338,4,4,48
1,4366173382,42389,107,34720,4,4,50
0,4366173390,238128,468,242683,40,16,98
1,4366173390,207331,426,208192,16,40,88
0,4366173391,256643,530,289549,20,30,98
1,4366173391,264718,516,272843,30,20,104
0,4366173392,75798,204,80768,6,10,68
1,4366173392,87337,207,81865,10,6,66
0,4366173400,144647,337,158764,16,16,84
1,4366173400,138880,324,145852,16,16,82
0,4366173404,88634,201,77677,14,0,68
1,4366173404,74870,199,75189,0,14,68
0,4366173412,204171,397,192258,30,12,90
1,4366173412,189020,409,196790,12,30,90
0,4366173413,215727,390,186665,42,40,88
1,4366173413,218842,394,184904,40,42,86
0,4366173424,229338,497,252005,16,26,94
1,4366173424,233065,490,253855,26,16,98
0,4366173429,213330,467,238761,20,20,94
1,4366173429,209142,453,229753,20,20,94
0,4366173431,197306,387,193980,30,20,90
1,4366173431,173751,372,177025,20,30,84
0,4366173432,122049,275,117931,12,8,78
1,4366173432,118755,279,121284,8,12,76
0,4366173442,86967,232,90975,0,22,66
1,4366173442,116483,265,115617,22,0,78
0,4366173459,194121,407,193477,22,26,86
1,4366173459,203546,415,206123,26,22,96
0,4366173478,231840,466,236379,30,30,98
1,4366173478,234951,474,246994,30,30,100
0,4366173483,76928,188,71512,8,4,60
1,4366173483,76848,212,85900,4,8,70
0,4366173487,125458,287,127545,16,14,80
1,4366173487,120267,286,124271,14,16,80
0,4366173488,137316,302,139388,22,8,80
1,4366173488,108510,267,114543,8,22,72
0,4366173495,129518,288,130562,22,32,80
1,4366173495,142020,290,130754,32,22,78
0,4366173503,85357,182,70888,16,10,66
1,4366173503,70849,165,63256,10,16,60
0,4366173511,201768,459,228968,12,18,92
1,4366173511,203871,463,233369,18,12,96
0,4366173517,73503,176,67784,12,8,64
1,4366173517,69138,177,65053,8,12,66
0,4366173522,188779,416,207089,16,32,88
1,4366173522,210890,419,208810,32,16,94
0,4366173526,110064,252,106998,12,4,74
1,4366173526,97189,244,100676,4,12,72
0,4366173537,171689,392,185851,14,22,86
1,4366173537,193568,413,203127,22,14,92
0,4366173543,254772,539,290907,30,30,102
1,4366173543,255499,525,279521,30,30,102
0,4366173545,5000,10,0,0,0,4
1,4366173545,5000,10,0,0,0,0
0,4366173554,132553,273,119441,16,30,74
1,4366173554,147950,287,125788,30,16,78
0,4366173558,191315,409,199118,20,20,90
1,4366173558,196855,407,199848,20,20,88
0,4366173565,125046,293,131230,16,10,80
1,4366173565,117835,274,116966,10,16,78
0,4366173581,78553,206,79928,4,18,66
1,4366173581,91636,214,89387,18,4,70
0,4366173584,134484,323,147849,8,30,80
1,4366173584,171235,347,163920,30,8,90
0,4366173585,247045,510,268186,26,36,100
1,4366173585,283010,528,281639,36,26,102
0,4366173593,149466,331,151227,18,18,82
1,4366173593,147543,334,156144,18,18,86
0,4366173594,266862,523,277299,26,12,102
1,4366173594,227917,507,265488,12,26,96
0,4366173597,106514,252,106111,14,8,72
1,4366173597,101092,249,104373,8,14,72
0,4366173603,146788,362,166937,10,8,82
1,4366173603,159252,368,176823,8,10,82
0,4366173610,162627,352,164092,22,22,86
1,4366173610,179332,366,171508,22,22,86
0,4366173620,187782,435,206261,14,28,86
1,4366173620,261292,478,246769,28,14,94
0,4366173622,138628,326,148447,14,20,86
1,4366173622,154491,339,161164,20,14,84
0,4366173628,45028,115,37004,8,2,52
1,4366173628,42540,112,35216,2,8,52
0,4366173632,83289,201,78654,6,16,66
1,4366173632,97607,213,85108,16,6,72
0,4366173638,166517,384,186739,20,20,88
1,4366173638,158969,379,184509,20,20,88
0,4366173647,301553,610,334225,22,20,104
1,4366173647,289505,612,337482,20,22,106
